id,page_number,is_premium,title,problem_description,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,solution,discussion_count,likes,dislikes,problem_URL,solution_URL
542,11,False,542. 01 Matrix,"Given an m x n binary matrix mat, return the distance of the nearest 0 for each cell.
The distance between two adjacent cells is 1.
 
Example 1:

Input: mat = [[0,0,0],[0,1,0],[0,0,0]]
Output: [[0,0,0],[0,1,0],[0,0,0]]

Example 2:

Input: mat = [[0,0,0],[0,1,0],[1,1,1]]
Output: [[0,0,0],[0,1,0],[1,2,1]]

 
Constraints:

m == mat.length
n == mat[i].length
1 <= m, n <= 104
1 <= m * n <= 104
mat[i][j] is either 0 or 1.
There is at least one 0 in mat.

","'Array', 'Dynamic Programming', 'Breadth-First Search', 'Matrix'",Medium,"[""'Shortest Path to Get Food'"", ""'Minimum Operations to Remove Adjacent Ones in Matrix'"", ""'Difference Between Ones and Zeros in Row and Column'""]",3.0,47.8,498600,1000000,2800,63,8900,393,https://leetcode.com/problems/01-matrix,https://leetcode.com/problems/01-matrix/solution
543,11,False,543. Diameter of Binary Tree,"Given the root of a binary tree, return the length of the diameter of the tree.
The diameter of a binary tree is the length of the longest path between any two nodes in a tree. This path may or may not pass through the root.
The length of a path between two nodes is represented by the number of edges between them.
 
Example 1:

Input: root = [1,2,3,4,5]
Output: 3
Explanation: 3 is the length of the path [4,2,1,3] or [5,2,1,3].

Example 2:
Input: root = [1,2]
Output: 1

 
Constraints:

The number of nodes in the tree is in the range [1, 104].
-100 <= Node.val <= 100

","'Tree', 'Depth-First Search', 'Binary Tree'",Easy,"[""'Diameter of N-Ary Tree'"", ""'Longest Path With Different Adjacent Characters'""]",2.0,58.2,1200000,2100000,4900,74,12700,812,https://leetcode.com/problems/diameter-of-binary-tree,https://leetcode.com/problems/diameter-of-binary-tree/solution
544,11,True,544. Output Contest Matches,,,Medium,,,77.1,,,,,,,https://leetcode.com/problems/output-contest-matches,https://leetcode.com/problems/output-contest-matches/solution
545,11,True,545. Boundary of Binary Tree,,,Medium,,,44.8,,,,,,,https://leetcode.com/problems/boundary-of-binary-tree,https://leetcode.com/problems/boundary-of-binary-tree/solution
546,11,False,546. Remove Boxes,"You are given several boxes with different colors represented by different positive numbers.
You may experience several rounds to remove boxes until there is no box left. Each time you can choose some continuous boxes with the same color (i.e., composed of k boxes, k >= 1), remove them and get k * k points.
Return the maximum points you can get.
 
Example 1:
Input: boxes = [1,3,2,2,2,3,4,3,1]
Output: 23
Explanation:
[1, 3, 2, 2, 2, 3, 4, 3, 1] 
----> [1, 3, 3, 4, 3, 1] (3*3=9 points) 
----> [1, 3, 3, 3, 1] (1*1=1 points) 
----> [1, 1] (3*3=9 points) 
----> [] (2*2=4 points)

Example 2:
Input: boxes = [1,1,1]
Output: 9

Example 3:
Input: boxes = [1]
Output: 1

 
Constraints:

1 <= boxes.length <= 100
1 <= boxes[i] <= 100

","'Array', 'Dynamic Programming', 'Memoization'",Hard,"[""'Strange Printer'"", ""'Number of Unique Flavors After Sharing K Candies'""]",2.0,47.7,43100,90300,200,6,2200,119,https://leetcode.com/problems/remove-boxes,https://leetcode.com/problems/remove-boxes/solution
547,11,False,547. Number of Provinces,"There are n cities. Some of them are connected, while some are not. If city a is connected directly with city b, and city b is connected directly with city c, then city a is connected indirectly with city c.
A province is a group of directly or indirectly connected cities and no other cities outside of the group.
You are given an n x n matrix isConnected where isConnected[i][j] = 1 if the ith city and the jth city are directly connected, and isConnected[i][j] = 0 otherwise.
Return the total number of provinces.
 
Example 1:

Input: isConnected = [[1,1,0],[1,1,0],[0,0,1]]
Output: 2

Example 2:

Input: isConnected = [[1,0,0],[0,1,0],[0,0,1]]
Output: 3

 
Constraints:

1 <= n <= 200
n == isConnected.length
n == isConnected[i].length
isConnected[i][j] is 1 or 0.
isConnected[i][i] == 1
isConnected[i][j] == isConnected[j][i]

","'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph'",Medium,"[""'Number of Connected Components in an Undirected Graph'"", ""'Robot Return to Origin'"", ""'Sentence Similarity'"", ""'Sentence Similarity II'"", ""'The Earliest Moment When Everyone Become Friends'"", ""'Detonate the Maximum Bombs'""]",6.0,65.6,769700,1200000,4600,60,9100,327,https://leetcode.com/problems/number-of-provinces,https://leetcode.com/problems/number-of-provinces/solution
548,11,True,548. Split Array with Equal Sum,,,Hard,,,50.1,,,,,,,https://leetcode.com/problems/split-array-with-equal-sum,https://leetcode.com/problems/split-array-with-equal-sum/solution
549,11,True,549. Binary Tree Longest Consecutive Sequence II,,,Medium,,,49.4,,,,,,,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii/solution
550,11,False,550. Game Play Analysis IV,"Table: Activity
+--------------+---------+
| Column Name  | Type    |
+--------------+---------+
| player_id    | int     |
| device_id    | int     |
| event_date   | date    |
| games_played | int     |
+--------------+---------+
(player_id, event_date) is the primary key (combination of columns with unique values) of this table.
This table shows the activity of players of some games.
Each row is a record of a player who logged in and played a number of games (possibly 0) before logging out on someday using some device.

 
Write a solution to report the fraction of players that logged in again on the day after the day they first logged in, rounded to 2 decimal places. In other words, you need to count the number of players that logged in for at least two consecutive days starting from their first login date, then divide that number by the total number of players.
The result format is in the following example.
 
Example 1:
Input: 
Activity table:
+-----------+-----------+------------+--------------+
| player_id | device_id | event_date | games_played |
+-----------+-----------+------------+--------------+
| 1         | 2         | 2016-03-01 | 5            |
| 1         | 2         | 2016-03-02 | 6            |
| 2         | 3         | 2017-06-25 | 1            |
| 3         | 1         | 2016-03-02 | 0            |
| 3         | 4         | 2018-07-03 | 5            |
+-----------+-----------+------------+--------------+
Output: 
+-----------+
| fraction  |
+-----------+
| 0.33      |
+-----------+
Explanation: 
Only the player with id 1 logged back in after the first day he had logged in so the answer is 1/3 = 0.33

",'Database',Medium,"[""'Game Play Analysis III'"", ""'Game Play Analysis V'""]",2.0,36.0,96200,267600,1100,59,666,140,https://leetcode.com/problems/game-play-analysis-iv,https://leetcode.com/problems/game-play-analysis-iv/solution
551,12,False,551. Student Attendance Record I,"You are given a string s representing an attendance record for a student where each character signifies whether the student was absent, late, or present on that day. The record only contains the following three characters:

'A': Absent.
'L': Late.
'P': Present.

The student is eligible for an attendance award if they meet both of the following criteria:

The student was absent ('A') for strictly fewer than 2 days total.
The student was never late ('L') for 3 or more consecutive days.

Return true if the student is eligible for an attendance award, or false otherwise.
 
Example 1:
Input: s = ""PPALLP""
Output: true
Explanation: The student has fewer than 2 absences and was never late 3 or more consecutive days.

Example 2:
Input: s = ""PPALLL""
Output: false
Explanation: The student was late 3 consecutive days in the last 3 days, so is not eligible for the award.

 
Constraints:

1 <= s.length <= 1000
s[i] is either 'A', 'L', or 'P'.

",'String',Easy,"[""'Student Attendance Record II'""]",1.0,48.5,194200,400600,1700,12,667,41,https://leetcode.com/problems/student-attendance-record-i,https://leetcode.com/problems/student-attendance-record-i/solution
552,12,False,552. Student Attendance Record II,"An attendance record for a student can be represented as a string where each character signifies whether the student was absent, late, or present on that day. The record only contains the following three characters:

'A': Absent.
'L': Late.
'P': Present.

Any student is eligible for an attendance award if they meet both of the following criteria:

The student was absent ('A') for strictly fewer than 2 days total.
The student was never late ('L') for 3 or more consecutive days.

Given an integer n, return the number of possible attendance records of length n that make a student eligible for an attendance award. The answer may be very large, so return it modulo 109 + 7.
 
Example 1:
Input: n = 2
Output: 8
Explanation: There are 8 records with length 2 that are eligible for an award:
""PP"", ""AP"", ""PA"", ""LP"", ""PL"", ""AL"", ""LA"", ""LL""
Only ""AA"" is not eligible because there are 2 absences (there need to be fewer than 2).

Example 2:
Input: n = 1
Output: 3

Example 3:
Input: n = 10101
Output: 183236316

 
Constraints:

1 <= n <= 105

",'Dynamic Programming',Hard,"[""'Student Attendance Record I'""]",1.0,42.1,63000,149600,497,16,1700,248,https://leetcode.com/problems/student-attendance-record-ii,https://leetcode.com/problems/student-attendance-record-ii/solution
553,12,False,553. Optimal Division,"You are given an integer array nums. The adjacent integers in nums will perform the float division.

For example, for nums = [2,3,4], we will evaluate the expression ""2/3/4"".

However, you can add any number of parenthesis at any position to change the priority of operations. You want to add these parentheses such the value of the expression after the evaluation is maximum.
Return the corresponding expression that has the maximum value in string format.
Note: your expression should not contain redundant parenthesis.
 
Example 1:
Input: nums = [1000,100,10,2]
Output: ""1000/(100/10/2)""
Explanation: 1000/(100/10/2) = 1000/((100/10)/2) = 200
However, the bold parenthesis in ""1000/((100/10)/2)"" are redundant since they do not influence the operation priority.
So you should return ""1000/(100/10/2)"".
Other cases:
1000/(100/10)/2 = 50
1000/(100/(10/2)) = 50
1000/100/10/2 = 0.5
1000/100/(10/2) = 2

Example 2:
Input: nums = [2,3,4]
Output: ""2/(3/4)""
Explanation: (2/(3/4)) = 8/3 = 2.667
It can be shown that after trying all possibilities, we cannot get an expression with evaluation greater than 2.667

 
Constraints:

1 <= nums.length <= 10
2 <= nums[i] <= 1000
There is only one optimal division for the given input.

","'Array', 'Math', 'Dynamic Programming'",Medium,[''],0.0,60.4,37700,62400,253,2,358,1600,https://leetcode.com/problems/optimal-division,https://leetcode.com/problems/optimal-division/solution
554,12,False,554. Brick Wall,"There is a rectangular brick wall in front of you with n rows of bricks. The ith row has some number of bricks each of the same height (i.e., one unit) but they can be of different widths. The total width of each row is the same.
Draw a vertical line from the top to the bottom and cross the least bricks. If your line goes through the edge of a brick, then the brick is not considered as crossed. You cannot draw a line just along one of the two vertical edges of the wall, in which case the line will obviously cross no bricks.
Given the 2D array wall that contains the information about the wall, return the minimum number of crossed bricks after drawing such a vertical line.
 
Example 1:

Input: wall = [[1,2,2,1],[3,1,2],[1,3,2],[2,4],[3,1,2],[1,3,1,1]]
Output: 2

Example 2:
Input: wall = [[1],[1],[1]]
Output: 3

 
Constraints:

n == wall.length
1 <= n <= 104
1 <= wall[i].length <= 104
1 <= sum(wall[i].length) <= 2 * 104
sum(wall[i]) is the same for each row i.
1 <= wall[i][j] <= 231 - 1

","'Array', 'Hash Table'",Medium,"[""'Number of Ways to Build Sturdy Brick Wall'""]",1.0,54.3,127800,235400,849,15,2400,144,https://leetcode.com/problems/brick-wall,https://leetcode.com/problems/brick-wall/solution
555,12,True,555. Split Concatenated Strings,,,Medium,,,43.6,,,,,,,https://leetcode.com/problems/split-concatenated-strings,https://leetcode.com/problems/split-concatenated-strings/solution
556,12,False,556. Next Greater Element III,"Given a positive integer n, find the smallest integer which has exactly the same digits existing in the integer n and is greater in value than n. If no such positive integer exists, return -1.
Note that the returned integer should fit in 32-bit integer, if there is a valid answer but it does not fit in 32-bit integer, return -1.
 
Example 1:
Input: n = 12
Output: 21
Example 2:
Input: n = 21
Output: -1

 
Constraints:

1 <= n <= 231 - 1

","'Math', 'Two Pointers', 'String'",Medium,"[""'Next Greater Element I'"", ""'Next Greater Element II'"", ""'Next Palindrome Using Same Digits'""]",3.0,33.9,138000,406700,1400,13,3500,436,https://leetcode.com/problems/next-greater-element-iii,https://leetcode.com/problems/next-greater-element-iii/solution
